"Сведения о количестве договоров страхования, заключенные в отчетном периоде, в разрезе страховщиков, единиц",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,80,0,0,0,0,471,,0,0,0,0,0,,0,471,0,471,0,0,471,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",16817,6732,5656,1616,0,0,0,0,0,0,329,170,30,125,3,1,1287,1119,102,35,24,7,0,0,0,0,0,0,0,0,0,0,0,0,4040,0,,,0,0,,1,0,0,1,0,0,4039,0,22,297,126,3594,0,0,0,0,0,0,0,0,0,0,0,0,1076,179,140,0,140,0,0,0,0,0,0,0,0,,39,27,4,8,0,0,0,0,0,0,0,0,0,,0,,,0,897,0,,,0,0,0,0,,,,0,,897,0,331,378,168,20,0,0,,0,0,0,0,,0,0,0,0,175,0,,0,0,0,0,175,0,0,0,33,142,9910,9516,0,0,0,2621,0,6895,394,0,30,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",25960,25925,25624,19358,3037,0,266,2646,125,0,0,0,0,0,0,0,16320,1733,13495,1005,66,21,1,1,0,0,0,0,0,0,0,0,0,0,6266,0,,,0,0,,0,0,0,0,0,0,6263,2,1,3026,2812,422,3,2,1,0,0,0,0,0,0,0,0,0,301,301,0,0,0,0,0,0,0,0,0,0,0,,301,1,108,155,31,6,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,35,35,0,0,0,7,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",131,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,129,55,48,0,0,2,0,5,74,48,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",3948,289,129,41,0,0,0,0,0,0,0,0,0,0,0,0,30,0,4,11,8,7,0,0,0,0,0,0,11,5,1,2,0,3,88,0,,,0,0,,0,0,0,0,0,0,16,0,0,3,5,8,0,0,0,0,0,0,72,8,1,9,15,39,160,117,111,0,0,111,0,0,0,0,0,0,0,,6,0,0,0,0,6,0,0,0,0,0,0,0,,0,,,0,43,0,,,0,0,0,0,,,,0,,43,0,0,0,5,38,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3659,856,0,0,0,0,0,856,2803,1266,855,682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",3572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1646,717,0,0,0,714,0,3,929,841,19,69,1596,1316,29,29,0,0,71,0,0,0,1148,0,0,0,0,0,0,0,0,0,0,0,56,0,0,56,12,11,1,0,280,8,8,0,0,0,149,0,0,0,0,0,0,0,0,0,0,123,45,0,0,0,78,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,330,267,5,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",3693,3689,3689,1825,248,0,248,0,0,0,0,0,0,0,0,0,1577,1281,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1864,0,,,0,0,,0,0,0,0,0,0,770,1,92,126,474,77,1094,0,0,1035,31,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",115704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,38167,37137,0,0,0,0,0,37137,1030,1030,0,0,77537,49168,93,0,93,0,11,1,0,1,0,1705,0,0,0,0,0,1705,0,0,1705,0,747,0,0,747,46611,33626,1527,11458,28103,5,5,0,0,0,14,0,0,0,0,0,0,0,6,0,6,28078,0,0,0,0,28078,0,,0,0,0,0,0,,0,0,0,266,84,0,182,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",6427,493,493,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,478,0,,,0,0,,0,0,0,0,0,0,478,0,0,45,116,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,5934,5934,0,0,0,7,0,5927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",72665,71108,69935,50029,0,0,0,0,0,0,41300,2778,11924,26331,267,0,8657,125,6922,1599,11,0,72,8,0,0,0,64,0,0,0,0,0,0,19906,0,,,0,0,,0,0,0,0,0,0,15981,0,0,12850,2328,803,3925,0,7,32,19,3867,0,0,0,0,0,0,1173,1167,1167,1,931,234,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,6,4,,,4,0,0,0,,,,0,,2,0,0,2,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1557,657,0,0,0,54,0,603,900,0,0,900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3941,Общество с ограниченной ответственностью «ПСБ Страхование»,86333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,71965,43458,0,0,0,0,0,43458,28507,2669,33,25805,14368,8668,729,729,0,73,1,1,1,0,675,0,0,0,0,0,0,0,0,0,0,0,2201,0,25,2176,4988,4765,138,85,3033,23,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3008,17,0,0,0,2991,1,,0,0,0,0,0,,1,0,0,2667,0,0,2667,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",8363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,8363,0,0,0,0,0,0,0,8363,0,164,8199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3947,Акционерное общество «Страховая компания ГАРДИЯ»,703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,463,463,0,0,0,0,0,463,0,0,0,0,226,101,10,10,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,25,0,0,25,60,0,0,60,56,3,3,0,0,0,0,11,11,0,0,0,0,0,3,0,3,39,0,0,0,0,39,0,,0,0,0,0,0,,0,0,0,69,0,0,69,,,,,,,,,0,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",692828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,431532,389767,346542,14731,0,6303,0,22191,41765,0,8041,33724,175269,65374,54821,53207,1614,0,0,17,16,1,2992,257,0,0,0,0,0,257,1,0,256,0,949,635,19,295,6338,3993,1052,1293,7018,209,209,0,0,0,0,182,151,31,0,0,0,0,368,368,0,6081,6,0,99,12,5964,178,,0,0,0,0,0,,175,3,0,102877,71268,0,31609,,,,,,,,,86027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,19,0,0,0,0,19,0,,0,0,0,0,0,,0,0,2,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",884199,275627,238901,219046,0,0,0,0,0,0,177130,31700,35041,110024,327,38,24680,10664,13296,720,0,0,17236,11917,4046,1273,0,0,0,0,0,0,0,0,19855,0,,,0,0,,586,0,0,4,58,524,19257,2443,721,8193,7556,344,12,12,0,0,0,0,0,0,0,0,0,0,36726,33141,11925,6,10984,935,0,0,7201,5038,2163,0,0,,0,0,0,0,0,0,14015,13921,94,0,0,0,0,,0,,,0,3585,0,,,0,0,0,0,,,,0,,961,0,0,3,619,339,2624,2624,,0,0,0,0,,0,0,0,0,2,0,,0,0,0,0,2,0,0,0,0,2,608570,502255,0,0,0,0,0,502255,106315,0,0,106315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",369351,82884,81643,42017,0,0,0,0,0,0,37814,30177,7441,194,2,0,3080,13,1873,1033,161,0,255,252,2,1,0,0,868,555,95,0,0,218,39626,0,,,0,0,,0,0,0,0,0,0,25785,0,10,17276,7030,1469,165,58,57,28,19,3,13676,0,0,0,0,13676,1241,225,205,0,81,98,26,0,0,0,0,0,0,,5,0,0,4,1,0,0,0,0,0,0,0,15,,1,,,14,1016,971,,,285,669,17,0,,,,0,,45,0,4,41,0,0,0,0,,0,0,0,0,,0,0,0,0,2523,0,,0,0,0,0,2523,0,0,0,0,2523,283944,95892,2471,0,16,586,0,92819,188052,14973,181,172898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3987,"Акционерное общество «Инлайф страхование жизни""",15199,15199,15198,14936,699,692,7,0,0,0,13228,20,13208,0,0,0,1009,576,433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,262,0,,,0,0,,0,0,0,0,0,0,262,0,0,262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,1,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3998,"Общество с ограниченной ответственностью ""Страховая Компания Чабб Жизнь""",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",4759,2435,2435,5,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2430,0,,,0,0,,0,0,0,0,0,0,2430,1401,631,398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,43,0,,0,0,0,0,43,0,0,21,20,2,2281,2281,0,0,0,0,0,2281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",221,107,107,2,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,,,0,0,,0,0,0,0,0,0,105,0,2,1,10,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,114,111,0,0,0,1,0,110,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
