"Сведения о страховых суммах по договорам страхования, заключенным в отчетном периоде, в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",2177267996.09074,13195393.72117,13195393.72117,10670440.98466,117477.5066,,94109.1356,23368.371,,,2643563.95791,1462309.21945,277333.87242,478513.12748,425407.73856,,7909399.52015,4226625.1076,292036.89717,641599.16162,2748508.01297,630.34079,,,,,,,,,,,,,2524952.73651,,,,,,,43220.01172,1042,4281.64344,24315.23352,13581.13476,,2481732.72479,,,1070468.7937,1270024.47844,141239.45265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1728.76547,,,,,,,1728.76547,,,,,1728.76547,2164070873.6041,2150979094.6541,,,,2114608803.31272,,36370291.34138,13091778.95,,9303861.15,3787917.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",88817868.47429,75832916.29029,75566919.30536,41331026.40155,10799377.7161,,953229.75104,8351074.05154,1495073.91352,,,,,,,,30231176.02445,8431699.274,13144368.69615,7287045.06846,1326035.68623,42027.29961,300472.661,288580,3446.52,7446.141,,1000,,,,,,,34235892.90381,,,,,,,,,,,,,19660355.91281,160,24500,10456764.94,8174565.63881,1004365.334,14575536.991,13610100,700,25162.615,87002.017,852572.359,,,,,,,265996.98493,43672.64393,24.936,,,,24.936,,,,,,,,32024.94993,,4120.4,19852.02808,8052.52185,,11622.758,480,3446.52,1980,3434.986,2281.252,,,,,,,222324.341,,,,,,,,,,,,,,,,,,,222324.341,,,2163.492,15044.443,205116.406,,,,,,,,,,,,,,,,,,,,12984952.184,12972702.184,,,,8806904.304,,4165797.88,12250,,,12250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",22924781.32883,2515574.66632,2515574.66632,2453985.91099,,,,,,,2402742.33499,2402742.33499,,,,,51243.576,51243.576,,,,,,,,,,,,,,,,,61588.75533,,,,,,,,,,,,,61588.75533,20222.58361,28035.75199,12031.06244,250.72488,1048.63241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20409206.66251,17364509.99061,597.6521,,,16942887,,421025.33851,3044696.6719,19479.0519,86220.087,2938997.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3828,"Общество с ограниченной ответственностью Страховая компания ""Альянс Жизнь""",112843998.54013,4780531.78632,4097823.2511,2027996.21709,,,,,,,,,,,,,110805.42509,,,12773.94909,98031.476,,1917190.792,1917190.792,,,,,,,,,,,2069827.03401,,,,,,,,,,,,,11157.37688,,,,5000,6157.37688,2058669.65713,2033759.96683,,2390,5385.1726,17134.5177,,,,,,,682708.53522,564148.14574,545503.89823,,,414454.26628,131049.63195,,,,,,,,18644.24751,,,,18412.3576,231.88991,,,,,,,,,,,,,118560.38948,,,,,,,,,,,,,118560.38948,,,780.25465,50897.42101,66882.71382,,,,,,,,,,,,,,,,,,,,,,,,,,108063466.75381,22946033.42577,,,,,,22946033.42577,85117433.32804,,,85117433.32804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3834,"Общество с ограниченной ответственностью ""Страховое общество ""Помощь""",1739142.2139599998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1048000,1048000,,,1048000,,,,,,,,691142.21396,111043.71096,,,,,,,,,66359.11696,,,,,,,,,,,,,,,,44684.594,44684.594,,,4500,,,,,,,,,,,,,,,,,,,,,,,4500,,,,,,,,4500,,,575598.503,575598.503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-М""",2838000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2838000,,,,,,,,2838000,,2838000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",920054508.42416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224981346.1108,1913854.3028,,,,1897554.3028,,16300,223067491.808,4376236.643,218562357.665,128897.5,688028162.31336,658239310.77608,136900,136900,,,127771380.54254,,,,517593755.60774,,,,,,,,,,,,11754284.13145,,,11754284.13145,982990.49435,982990.49435,,,29788851.53728,17440,17440,,,,28776950.3,,,,,,,,,,,994461.23728,,,,,994461.23728,,,,,,,,,,,,,,,,,,,,,,,,,7045000,6595000,10000,30000,410000,,,,,,,,,,,,,,,,,,,
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",139361231.04644,3346763.62751,3346763.62751,2372825.54137,865798.4886,102638.609,295918.8316,467241.048,,,753620.06077,106083.24291,645881.77586,1655.042,,,753406.992,555218.825,196178.167,410,1600,,,,,,,,,,,,,,973938.08614,,,,,,,,,,,,,681057.50214,6723.36514,,316022.8758,327582.0182,30729.243,292880.584,,,271780.584,18100,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136014467.41893,136012967.41893,,,,,135876344.325,136623.09393,1500,,,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",139215571.67233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19384808.78505,14195363.16781,,,,,,14195363.16781,5189445.61724,5189445.61724,,,119830762.88728,69879916.63666,421359.68,,421359.68,,8373328.69938,,,,40888,144813.7,,,,,,144813.7,,,144813.7,,9894013.74592,,,9894013.74592,51005512.81136,42207561.09579,779887.23751,8018064.47806,49844189.87004,1000,1000,,,,45555785,,,,,,,,131700,,131700,4155704.87004,,,,,4155704.87004,,,,,,,,,,,,106656.38058,2682.44501,,103973.93557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",2921350.056,269807.793,264501.993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264501.993,,,,,,,,,,,,,264501.993,,,5261.072,37338.204,221902.717,,,,,,,,,,,,,5305.8,367.676,,,,,,,,,,,,,367.676,,,,78.367,289.309,,,,,,,,,,,,,4938.124,,,,,,,,,,,,,4938.124,,,,422.889,4515.235,,,,,,,,,,,,,,,,,,,,,,,,,,2651542.263,2651542.263,,,,4200,,2647342.263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",114494506.9085,26549293.25573,18042000.75207,13988626.77422,,,,,,,8206218.289,41202.024,943413.619,7221602.646,,,5777530.48522,726703.5354,4148774.31695,718970.91801,182781.71486,300,4878,,,1798,,3080,,,,,,,4053373.97785,,,,,,,,,,,,,3232463.38885,,,394919.85621,2587816.27361,249727.25903,820910.589,1957.28657,,22224.5522,106388.62241,690340.12782,,,,,,,8507292.50366,5095593.61516,4524026.35306,455031.9207,2101241.75941,1592860.13317,374892.53978,,,,,,,,567322.30914,,,9716.5232,557310.96159,294.82435,4244.95296,,,,2244.95296,2000,,,,,,,3411698.8885,893791.135,,,893791.135,,,,,,,,,2425254.49625,5540,25814.12798,213673.5135,1872222.92947,308003.9253,92653.25725,,,2054.03395,7854.75567,82744.46763,,,,,,,,,,,,,,,,,,,,87945213.65277,33209711.03191,,,,26418499.96098,,6791211.07093,54735502.62086,,,54735502.62086,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3941,"Общество с ограниченной ответственностью ""СМП-Страхование""",158889146.14214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49940723.67277,15042700.92297,,,,,,15042700.92297,34898022.7498,1427202.9808,30252927.029,3217892.74,108948422.46937,106359809.21898,3652773.32883,3652773.32883,,1218935.6,471446.241,115126.514,112846.514,2280,11665471.58747,,,,,,,,,,,,74727058.17621,,29756582.72824,44970475.44797,14508997.77147,13607160.38289,791149.59699,110687.79159,2154693.47189,45000,45000,,,,19786,,,,,,,,,,,2089407.47189,1413625.51189,,,,675781.96,500,,,,,,,,500,,,433919.7785,,,433919.7785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",8040561.14231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8040561.14231,,,,,,,,8040561.14231,,6648231.98706,1392329.15525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3947,"Акционерное общество ""АИГ страховая компания""",283719507.0144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282834507.0144,158568239.95505,,,,,,,,,61150600.22805,,,,,,,,,,,,97417639.727,,,97417639.727,,,,,50110069.87687,269072.32,269072.32,,,,,,,,,,,,13561922.35844,,13561922.35844,36279075.19843,,,,,36279075.19843,,,,,,,,,,,,74156197.18248,,,74156197.18248,,,,,,,,,,885000,885000,,,,,,,,,,,,,,,,,,,,,,
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",575345756.93837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,393212326.73397,348252453.00097,197400296.60363,127059230,,12944881.30495,,10848045.09239,44959873.733,,22394581.236,22565292.497,182133430.2044,131329354.93864,33427033.83363,32853628.83363,573405,,,3160289.702,3085397.202,74892.5,29746220.58616,7639448.47138,6834332.9076,6300067.58516,,534265.32244,,805115.56378,,,805115.56378,,39085299.24252,17927505.00547,2443134.90537,18714659.33168,18271063.10295,10403330.8122,7188335.18581,679397.10494,41539171.99275,377600,377600,,,,,4093810.812,3788858.812,304952,,,,,804359.32027,804359.32027,,35994326.20918,438536.19371,,3632300.2,25700,31897789.81547,269075.6513,,,,,,,,148000,121075.6513,,9264903.27301,1676157.29277,,7588745.98024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",365486745.82106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156170168.89063,156170168.89063,36211470.78258,,1700000,118258698.10805,,,,,,,209316576.93043,103232898.6037,,,,,,,,,10171437.78967,,,,,,,,,,,,91198841.32239,,13242773.7003,77956067.62209,1862619.49164,,,1862619.49164,54732780.53208,,,,,,,,,,,,,,223225.243,223225.243,,54509555.28908,172659.2,,,,54336896.08908,,,,,,,,,,,50716675.17565,634222.619,,,634222.619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",611999241.08885,161071296.40589,134213839.94312,112790883.01921,,,,,,,85143950.36875,18063026.60646,18509111.61054,32782318.1894,15771995.90835,17498.054,5669496.26118,2654432.9637,2950652.96888,64410.3286,,,21977436.38928,11772291,9324067.26906,881078.12022,,,,,,,,,21422956.92391,,,,,,,8021499.55982,,14150.99088,50060.28638,505528.42478,7451759.85778,9163072.36409,5281.55274,1321.8462,8559047.57412,321151.70027,276269.69076,4238385,4238385,,,,,,,,,,,26857456.46277,21041264.06881,13037456.17672,4891.79184,9315173.6587,3182984.15515,534406.57103,,7157863.05052,5828407.83531,130447.20104,544629.93898,654378.07519,,306354.39019,,,306354.39019,,,539590.45138,472346.45138,67244,,,,,,,,,,5816192.39396,,,,,,,,,,,,,5794060.87482,6257.48205,96610.33014,4131805.19768,603456.99855,955930.8664,22131.51914,22131.51914,,,,,,,,,,,176077.74318,,,,,,,176077.74318,,,,,176077.74318,450751866.93978,173780204.79535,,,,,,173780204.79535,276971662.14443,,,276971662.14443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",1167832519.35352,15005461.27634,11352944.24296,6385052.17185,,,,,,,4806881.8913,3614458.81698,1110282.66632,75987.603,6152.805,,1375046.82242,48243,471898.90351,545386.25642,309518.66249,,52188.33,48338.33,3650,200,,,150935.12813,65850.30771,46154.82042,,,38930,4967892.07111,,,,,,,,,,,,,2783240.59425,,6530,1178370.35173,1086788.29819,511551.94433,71376.47686,39000,15436.47686,10500,5740,700,2113275,,,,,2113275,3652517.03338,1034630.04694,979319.03915,,88932.16224,188375.29125,702011.58566,,,,,,,,50629.34679,,,35186.73348,13882.61331,1560,,,,,,,4681.661,,3266.661,,,1415,2617886.98644,415791.30646,,,,395051.30646,20740,,,,,,,2202095.67998,,,862235.55862,826251.42397,513608.69739,,,,,,,,,,,,,500218.18801,877,,,,755,122,499341.18801,,,,7725.072,491616.11601,1152326839.88917,74909740.76586,314782.5095,,12328000,246528,,62020430.25636,1077417099.12331,53099162.65085,120500,1024197436.47246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3987,"Акционерное общество Страховая компания ""УРАЛСИБ Жизнь""",11380436.12397,11380382.49069,11227012.31682,11156578.70182,6731461.55064,,5433675.7826,1297785.76804,,,4412802.14118,26887.50546,815406.75938,3570507.87634,,,12315.01,,,,12075.01,240,,,,,,,,,,,,,70433.615,,,,,,,,,,,,,70433.615,,,27954,37176.29,5303.325,,,,,,,,,,,,,153370.17387,79840.16804,,,,,,,,,,,,,79840.16804,,,48194.08367,28774.30851,2871.77586,,,,,,,,,,,,,73530.00583,,,,,,,,,,,,,73530.00583,,,39747.95583,20905.454,12876.596,,,,,,,,,,,,,,,,,,,,,,,,,,53.63328,,,,,,,,53.63328,,,53.63328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3998,"Общество с ограниченной ответственностью ""Страховая Компания Чабб Жизнь""",81174.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81174.892,81174.892,,,,,,81174.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",576898.765,385240.072,385240.072,533.284,,,,,,,,,,,,,533.284,533.284,,,,,,,,,,,,,,,,,384706.788,,,,,,,,,,,,,384706.788,50679.953,54153,279073.835,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6700,,,,,,,6700,,,5000,1400,300,184958.693,184958.693,,,,,,184958.693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4008,"Общество с ограниченной ответственностью ""Общество страхования жизни ""РЕСО-Гарантия""",19117314.47227,148966.50518,148966.50518,24052.38118,,,,,,,,,,,,,24052.38118,23232.91418,,,746.434,73.033,,,,,,,,,,,,,124914.124,,,,,,,,,,,,,124914.124,,250.517,898.785,5382.7,118382.122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18968347.96709,18968347.96709,,,,18838365,,129982.96709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4009,"Акционерное общество ""ЕРВ Туристическое Страхование""",1195483712.86867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1089358749.6263,9446467.3087,9445767.3087,,,,,700,1079912282.3176,1079912282.3176,,,106124963.24237,2481543.65473,,,,,,,,,,,,,,,,,,,,,,,,,2481543.65473,,,2481543.65473,34859751.03444,,,,,,,,,,,,,,,,,34837251.03444,,,,,34837251.03444,22500,,,,,,,,22500,,,68783668.5532,67932277.19549,,851391.35771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4013,"Общество с ограниченной ответственностью Страховая компания ""МАКС страхование жизни""",19283314.44072,19283314.44072,19283314.44072,18772559.5152,2829748.9189,,55427.89214,1577550.65715,1196770.36961,,13168398.32251,7702274.45593,1759304.72396,3695259.54412,11559.5985,,2766212.77379,33923.72658,2728880.49821,3408.549,,,8199.5,8199.5,,,,,,,,,,,510754.92552,,,,,,,,,,,,,510754.92552,,,288776.75,181162.95,40815.22552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4014,"Акционерное общество ""Страховая компания ""Югория-Жизнь""",34369253.84201,2686963.84201,2020969.12372,1962241.98372,,,,,,,,,,,,,1467911.98372,54713.056,1408048.92772,5150,,,494330,494330,,,,,,,,,,,58727.14,,,,,,,,,,,,,58727.14,,,57383.68,1343.46,,,,,,,,,,,,,,665994.71829,221930.16429,167885.43659,,136148.76054,31736.67605,,,,,,,,,54044.7277,1812.7727,,51331.955,900,,,,,,,,,,,,,,444064.554,,,,,,,,,,,,,444064.554,,,411162.664,32901.89,,,,,,,,,,,,,,,,,,,,,,,,,,,31682290,5508290,,,,,,5508290,26174000,,,26174000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4079,"Общество с ограниченной ответственностью ""СОСЬЕТЕ ЖЕНЕРАЛЬ Страхование Жизни""",287277920.3261,89632663.64025,82471221.13501,12666203.99602,,,,,,,12666203.99602,873836.05769,2914217.46132,4815591.8379,4016655.61184,45903.02727,,,,,,,,,,,,,,,,,,,69805017.13899,,,,,,,69666417.13899,3890,13087.46642,211116.5522,3822573.07052,65615750.04985,138600,,,,138600,,,,,,,,,,,,,,7161442.50524,1493023.94524,1493023.94524,,,1099493.356,393530.58924,,,,,,,,,,,,,,,,,,,,,,,,,,5668418.56,,,,,,,,,,,,,5668418.56,,,,5668418.56,,,,,,,,,,,,,,,,,,,,,,,,,,,197645256.68585,136197110.28585,,,,,,136197110.28585,61448146.4,,,61448146.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
