"Сведения о страховых суммах по договорам страхования, действовавшим на конец отчетного периода, в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
3748,"Акционерное общество ""Русский Стандарт Страхование""",502056642.62246,198267541.77958,198267541.77958,193788295.50922,16331087.51292,,5426474.85524,10835599.53508,69013.1226,,3627572.44032,3627572.44032,,,,,253591.47555,,,253591.47555,,,173304241.6853,473720.08918,16842888.70852,139848801.53472,16138831.35288,,271802.39513,155566.67296,116235.72217,,,,4479246.27036,,,,,,,,,,,,,4479246.27036,,,,4332263.03912,146983.23124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303789100.84288,147724226.52288,10088.34,,,,,147714138.18288,156064874.32,1997491.32,1117750,152949633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",33696373.4053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6842871.43056,6842871.43056,,,,,,6842871.43056,,,,,26853501.97474,7129155.47554,4333937.44301,4333937.44301,,,1171726.4,,,,,,,,,,,,,,,,1338327.81056,,,1338327.81056,285163.82197,,,285163.82197,19461358.40753,2800,2800,,,,,,,,,,,,,,,19408058.40753,136000,,,,19272058.40753,50500,,,,,,,,50500,,,262988.09167,,,262988.09167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",261891675.14802998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11334002.53429,623501.06529,,7600,,128855,,487046.06529,10710501.469,1311947.569,7768057.5,1630496.4,250557672.61374,10690169.92276,418798.2524,418798.2524,,,,,,,1108333.47588,,,,,,,,,,,,8231196.58214,48887.93686,3210326.64226,4971982.00302,931841.61234,556385.325,373747.34338,1708.94396,225987121.53684,240500,240500,,,,,,,,,,,,18729.75716,18729.75716,,222832141.85459,222032350,,,,799791.85459,2895749.92509,,,,,,,,,2895749.92509,13880381.15414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",12244497.17857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8200,5200,,,,5200,,,3000,,3000,,12236297.17857,7948382.158,,,,,,,,,,,,,,,,,,,,,7948382.158,,350131.392,7598250.766,,,,,4287915.02057,,,,,,,,,,,,,,245000,,245000,4042915.02057,24366,,,,4018549.02057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",4760832.83235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4760832.83235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1615033.28359,,,,,,,,,,,,,,,,,1265500,1265500,,,,,349533.28359,,,,,,,,,349533.28359,,3145799.54876,,,3145799.54876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",4176294614.40123,642147161.22791,642146758.03079,579135095.11624,16881903.25417,,4383845.36656,11854131.30364,643926.58397,,360401379.95754,4225033.88252,8408111.07975,4694684.33484,209931921.39722,133141629.26321,201851811.90453,120523.49933,2432162.62292,1508045.32401,196146734.10241,1644346.35586,,,,,,,,,,,,,63011662.91455,,,,,,,591155.40925,3141.60005,29000.04492,216682.94033,306281.51784,36049.30611,62420507.5053,,,1960928.79361,58513032.08253,1946546.62916,,,,,,,,,,,,,403.19712,403.19712,,,,,,,,,,,,,,,,,,,,,,,,,403.19712,,,,,403.19712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962414.96069,6012.61494,,,2441.02834,1989.86309,1581.72351,956402.34575,,,9339.19792,38131.21886,908931.92897,3533185038.21263,3311052560.23763,,,,2967652994.12865,,343399566.10898,222132477.975,,10724391.905,211408086.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",975029267.81748,803471354.74444,801880981.54038,602226208.82659,431309284.86684,,87710691.71824,311278972.5014,32319620.6472,,8212,,,3572,3640,1000,170358753.69205,46182.908,6221950.33595,66633408.26016,86486123.92353,10971088.26441,549958.2677,202173.423,,93702.37607,122460.89336,131621.57527,,,,,,,199654772.71379,,,,,,,37623.22069,,,,748.90182,36874.31887,196487960.70276,1200,7031.32967,47662554.35862,133679245.52796,15137929.48651,3129188.79034,77995.4445,141024.383,685821.47001,2224347.49283,,,,,,,,1590373.20406,1038903.64586,1809.1555,,25.55672,1070.44892,713.14986,,,,,,,,941160.14831,,13562.71,198144.05948,624391.62627,105061.75256,95934.34205,15480,,8535.31289,36124.50997,35794.51919,,,,,,,551469.5582,,,,,,,,,,,,,1029.4364,,,,308.266,721.1704,550440.1218,,,9297.615,129675.28321,411467.22359,,,,,,,723513.09098,323206.64823,,,,,323206.64823,400306.44275,,,,,400306.44275,170834399.98206,169534303.58206,,,,5040682.0472,,164493621.53486,1300096.4,,,1300096.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",7138942.34012,5570206.99422,5512370.22252,5059295.34604,,,,,,,4879877.11995,4879877.11995,,,,,179306.43637,53074.176,91640.69266,3000.18991,7629.43946,23961.93834,111.78972,,,,,111.78972,,,,,,,453074.87648,,,,,,,5013.00179,,,2910.16613,2102.83566,,448061.87469,42511.00228,165863.14571,151864.19777,24983.68568,62839.84325,,,,,,,,,,,,,57836.7717,2936,,,,,,,,,,,,,2936,,,,,2936,,,,,,,,,,,,,54900.7717,,,,,,,,,,,,,54300.7717,,,768.806,5470.26728,48061.69842,600,,,,600,,,,,,,,320.4,180,,,,,180,140.4,,,,,140.4,1568414.9459,1534698.8339,,,,,,1534698.8339,33716.112,,26739.748,6976.364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3828,"Общество с ограниченной ответственностью Страховая компания ""Альянс Жизнь""",880188960.52522,252448282.01435,216129318.78647,151479761.9839,,,,,,,19197308.89093,,,8376.83291,483246.84858,18705685.20944,988522.42249,,379720,9633.35157,599169.07092,,131293930.67048,5319408.54892,16127247.05354,109847275.06802,,,,,,,,,64649556.80257,,,,,,,,,,,,,85984.13663,,,1689.73864,67884.78324,16409.61475,64563572.66594,15442124.5616,26665111.14164,21416249.84828,216336.38803,823750.72639,,,,,,,36318963.22788,13824433.67177,10457516.37357,,,4671006.42608,5437154.34727,349355.60022,,,,,,,3366917.2982,,,91419.04111,1081543.80387,2193954.45322,,,,,,,,,,,,,22494529.55611,,,,,,,,,,,,,22494529.55611,,,613344.62477,494682.31235,21386502.61899,,,,,,,,,,,,,110159.68807,100635.86444,,,,,100635.86444,9523.82363,,,,,9523.82363,627630518.8228,290546164.93885,,,,,,290546164.93885,337084353.88395,,,337084353.88395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3834,"Общество с ограниченной ответственностью ""Страховое общество ""Помощь""",101332788.6094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24162075.51027,8880435.51027,,,7774000,113970,,992465.51027,15281640,,,15281640,77170713.09913,14776205.71938,66828.75,66828.75,,,788750.56454,204994.86534,,204994.86534,6957934.19177,,,,,,,,,,,,6239657.99868,,2097524.71846,4142133.28022,518039.34905,518039.34905,,,8370097.36506,296800,296800,,,,255166.392,626862.46,,626862.46,,,,,38400,,38400,2046462.65142,1608657.50042,,,9040,428765.151,5106405.86164,,,,76200,,,,339500,4690705.86164,,54024410.01469,47362216.0885,,6662193.92619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-М""",1540000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1540000,,,,,,,,1540000,,1540000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",466199959.7325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132905483.37,5447916.196,,,,5445336.196,,2580,127457567.174,451862.424,126829808.75,175896,323804476.3625,307406543.2025,289246,289246,,,57064637.41542,,,,247821131.06391,,,,,,,,,,,,1462805.58223,,,1462805.58223,768723.14094,768723.14094,,,16397933.16,9100,9100,,,,16055507.6,,,,,,,,,,,333325.56,3600,,,,329725.56,,,,,,,,,,,,,,,,,,,,,,,,,9490000,8650000,40000,40000,760000,,,,,,,,,,,,,,,,,,,
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",71809917.06769,71624305.40817,71624305.40817,55294061.69916,48241063.58945,428291.993,4533588.295,43279183.30145,,,6872751.10564,704685.33206,5818338.45617,349727.31741,,,180247.00407,178.04652,,68800,91006.902,20262.05555,,,,,,,,,,,,,16330243.70901,,,,,,,,,,,,,16330243.70901,2441.793,,9528737.01307,6266625.06522,532439.83772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3937,1317,,,,,1317,2620,,,,,2620,181674.65952,180356.03817,,,,,,180356.03817,1318.62135,,,1318.62135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",356757110.02352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112525715.52585,111403740.50815,,,,,,111403740.50815,1121975.0177,1121975.0177,,,244231394.49767,172277834.70131,667293.911,,667293.911,,8136789.41769,500,,500,,445570.0524,,,,,,445570.0524,,,445570.0524,,60647752.49077,,,60647752.49077,102379928.82945,81003140.6662,1759002.3441,19617785.81915,71840500.79592,3000,3000,,,,62560280.4,,,,,,,,160700,,160700,9116520.39592,,,,,9116520.39592,,,,,,,,,,,,113059.00044,1775.52305,,111283.47739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",9061173.706360001,4165452.14439,4107574.15739,3648.28136,,,,,,,,,,,,,3648.28136,,,,1073.924,2574.35736,,,,,,,,,,,,,4103925.87603,,,,,,,,,,,,,4103925.87603,,,66929.273,481804.864,3555191.73903,,,,,,,,,,,,,57877.987,5184.665,,,,,,,,,,,,,5184.665,,,1050.344,1492.462,2641.859,,,,,,,,,,,,,52693.322,,,,,,,,,,,,,52693.322,,,,7548.193,45145.129,,,,,,,,,,,,,,,,,,,,,,,,,,4895721.56197,4895721.56197,,,,3600,,4892121.56197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",253674913.10034,100600815.56487,19517761.80777,13382295.49246,,,,,,,,,,,,,8928615.95048,,3234600.29692,5035538.02497,593976.79327,64500.83532,4453679.54198,8706.26391,2670,1080323.32242,3329907.47875,32072.4769,,,,,,,6135466.31531,,,,,,,,,,,,,1034015.2,,,974411.3,52043,7560.9,5101451.11531,3000,6265.1842,248786.53736,396478.58667,4446920.80708,,,,,,,81083053.7571,40886128.80416,38927319.49175,649616.95653,13764113.37589,19738645.97978,4700650.57955,74292.6,,,,,,,1943313.45117,1895,,640230.17157,807448.71545,493739.56415,15495.86124,,,893.20615,4189.97645,10412.67864,,,,,,,40196924.95294,9845239.3454,,,9825239.3454,20000,,,,,,,,27346046.87265,8520,158977.18156,7829969.34879,14334023.64741,5014556.69489,3005638.73489,,,51250.16322,130914.16427,2823474.4074,,,,,,,,,,,,,,,,,,,,153074097.53547,132841120.64526,,,,102553146.16747,,30287974.47779,20232976.89021,,,20232976.89021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3941,"Общество с ограниченной ответственностью ""СМП-Страхование""",330065226.6941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161930099.92715,72704424.35745,,,,,,72704424.35745,89225675.5697,3347720.1977,83514105.872,2363849.5,168135126.76695,159316036.97495,5090103.32842,5089603.32842,500,2248322.876,569019.12031,455605.107,407923.107,47682,,,,,,,,,,,,,130550629.79792,,55578730.6876,74971899.11032,20402356.7453,19866365.11986,412893.98786,123097.63758,4681880.93505,40500,40500,,,,5195.504,282712.1,282712.1,,,,,,,,,4353473.33105,3273024.90364,,,,1080448.42741,,,,,,,,,,,,4137208.85695,,,4137208.85695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",10880666.35662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10880666.35662,,,,,,,,10880666.35662,,7641863.94264,3238802.41398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3947,"Акционерное общество ""АИГ страховая компания""",859192207.70019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856322207.70019,434847676.09642,,,,,,,,,90135122.01805,,,,,,,,,,,,344712554.07837,,,344712554.07837,,,,,175560335.73035,352550.08,352550.08,,,,,,,,,,,,29500904.74143,,29500904.74143,145706880.90892,,,,,145706880.90892,,,,,,,,,,,,245914195.87342,,,245914195.87342,,,,,,,,,,2870000,2870000,,,,,,,,,,,,,,,,,,,,,,
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",714474217.86091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72235578.71709,47536733.02791,23469102.90785,573980,,7658322.51478,,15835327.60528,24698845.68918,,9494839.29978,15204006.3894,642238639.14382,559389136.32439,44366832.62233,44185806.26894,181026.35339,,,37228521.24447,37190343.88047,38177.364,419512013.31692,5316794.47926,3552850.55862,3305542.458,,247308.10062,,1763943.92064,,,1763943.92064,,34025185.29245,11411799.56824,4103432.54765,18509953.17656,18939789.36896,16880548.98826,1086988.8065,972251.5742,75558477.0086,290000,290000,,,,,15413501.7756,14783444.1756,630057.6,,,,,3059629.6411,3059629.6411,,56293295.5919,1423627.24928,,2933205.1,87800,51848663.24262,502050,,,,,,,,501050,1000,,7291025.81083,108925.2087,,7182100.60213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",684751937.6883299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197806447.8125,197806447.8125,35986858.25783,,46972000.00017,114847589.5545,,,,,,,486945489.87583,284859362.93467,,,,,,,,,59105682.05337,,,,,,,,,,,,225750016.0563,,10521293.55,215228722.5063,3664.825,,,3664.825,78057726.00514,,,,,,,,,,,,,,710120.508,710120.508,,77347605.49714,232253.84,,,,77115351.65714,,,,,,,,,,,116773699.46181,7254701.47421,,,7254701.47421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",2796861936.20133,1185030445.81912,1185029438.43496,1100914689.61352,65638451.91447,12045.31069,21053900.43215,38676129.32658,5896376.84505,,983175512.9264,49344366.35941,349386476.19566,424505596.43034,159930494.88188,8579.05911,1616247.20535,788729.52168,,557103.6992,119536.94579,150877.03868,50484477.5673,43473727.3313,1144030,2207250,3659355.01,115.226,,,,,,,84114748.82144,300733.36455,,281954.18255,18779.182,,,7278201.98604,6068.69062,12859.1656,78070.34388,653465.57158,6527738.21436,73668346.46069,220886.26122,17424.2264,49662083.88625,10052359.35732,13715592.7295,2867467.01016,2619608.64682,,21929.35734,155274.428,70654.578,,,,,,,1007.38416,1007.38416,,,,,,,,,,,,,1007.38416,,,341.904,,665.48016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2689211.84169,240.30003,,,,,240.30003,2688971.54166,,,,,2688971.54166,1609142278.54052,451805441.64725,,,,,,451805441.64725,1157336836.89327,,,1157336836.89327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",1483970836.33721,196726141.05864,68661167.74423,45432903.33275,,,,,,,43832630.59069,5868008.48742,8325866.18138,21952891.19605,7263506.51953,422358.20631,239944.8669,109270.385,787.225,,150,129737.2569,140748.41657,127500,6717.41657,5426,850,255,1219579.45859,113391.66149,305607.7971,,,800580,23228264.41148,,,,,,,,,,,,,2278346.03903,,19801.52892,235723.96724,570096.34251,1452724.20036,506605.91946,163200,71669.9577,88009.66176,97565.3,86161,20443312.45299,,,,,20443312.45299,128064973.31441,34010774.8014,32087435.44739,,1950940.5173,21326972.26957,8786948.14161,22574.51891,,,,,,,1894343.41809,,,659120.747,909193.84514,326028.82595,,,,,,,28995.93592,,3795.18013,,,25200.75579,94054198.51301,13357384.91534,,,2649496.03515,9293367.3624,1414521.51779,,,,,,,80691342.73642,,,21196527.93636,23538764.23017,35956050.56989,,,,,,,5470.86125,,428.7373,,,5042.12395,2026205.43677,59333.61739,,,,24507.66479,34825.9526,1966871.81938,,,,127018.6144,1839853.20498,1285218489.8418,488767869.85751,109758.9178,,215838800,434079,,272385231.93971,796450619.98429,10914824.24368,215000,785320795.74061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3987,"Акционерное общество Страховая компания ""УРАЛСИБ Жизнь""",74939487.4889,74745146.13049,70758203.29887,70378016.93007,25777793.414,,1623558.854,24154234.56,,,44177937.39853,86742.95326,3997831.362,31295802.83127,8797560.252,,422286.11754,,,420944.76175,,1341.35579,,,,,,,,,,,,,380186.3688,,,,,,,,,,,,,380186.3688,,744.838,217415.4098,18682.882,143343.239,,,,,,,,,,,,,3986942.83162,1600151.603,,,,,,,,,,,,,1600151.603,,,1089769.653,297951.886,212430.064,,,,,,,,,,,,,2386791.22862,,,,,,,,,,,,,2386791.22862,,,672795.942,641039.11462,1072956.172,,,,,,,,,,,,,4963.26141,,,,,,,4963.26141,,,,,4963.26141,189378.097,188814.097,,,,,,188814.097,564,,,564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
