"Сведения о страховых суммах по договорам страхования, действовавшим на конец отчетного периода, в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
3799,"общество с ограниченной ответственностью ""Британский Страховой Дом""",278165551.5542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14906512.09429,667462.46229,,6050,,93442,,567970.46229,14239049.632,1581986.613,10629585.089,2027477.93,263259039.45991,12399858.50328,385995.5183,385995.5183,,,,,,,558172.79628,,,,,,,,,,,,10519435.69079,28533.336,5698943.02167,4791959.33312,936254.49791,581674.35,353056.30395,1523.84396,234237046.2554,205500,205500,,,,,,,,,,,,13729.75716,13729.75716,,230016171.47422,229088970,,,,927201.47422,4001645.02402,,,,,,,,,4001645.02402,16622134.70123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",11182887.06353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6540,3540,,,,3540,,,3000,,3000,,11176347.06353,7045451.45215,,,,,,,,,,,,,,,,,,,,,7045451.45215,,350131.392,6695320.06015,,,,,4098921.72145,,,,,,,,,,,,,,230000,,230000,3868921.72145,6000,,,,3862921.72145,,,,,,,,,,,,31973.88993,,,31973.88993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",6679353.2698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6679353.2698,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1771785.3254,,,,,,,,,,,,,,,,,1226500,1226500,,,,,545285.3254,,,,,,,,,545285.3254,,4907567.9444,,,4907567.9444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",4580823068.85739,670485745.43777,670485342.24065,605904160.34209,13599240.17078,,4081925.96205,8892687.62476,624626.58397,,385015655.98094,3824549.48872,2229032.1592,5912039.98246,257599009.43436,115451024.9162,207289264.19037,4143943.31649,2653027.85342,2145828.48562,198279507.18159,66957.35325,,,,,,,,,,,,,64581181.89856,,,,,,,554721.97777,1522.76081,31000.67161,198853.54516,288471.80052,34873.19967,64026459.92079,,,2676897.70593,60077617.95446,1271944.2604,,,,,,,,,,,,,403.19712,403.19712,,,,,,,,,,,,,,,,,,,,,,,,,403.19712,,,,,403.19712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,904512.33704,5467.93269,,,2299.54321,2449.43909,718.95039,899044.40435,,,6025.88087,62860.17366,830158.34982,3909432811.08258,3684132565.80758,,,,3391241331.05332,,292891234.75426,225300245.275,,14661243.305,210639001.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",942929922.7330699,773243101.9977,771605366.72912,560022038.71012,386644436.7562,,74876467.87464,278821154.39704,32946814.48452,,4640,,,,3640,1000,172445089.34555,8391695.87,17634420.71264,66954903.51643,70902491.56399,8561577.68249,927872.60837,510417.872,3446.52,97906.86267,108999.98313,207101.37057,,,,,,,211583328.019,,,,,,,32574.97255,,,,748.90182,31826.07073,194463314.18356,790,28021.668,53867617.29433,124823655.02157,15743230.19966,17087438.86289,13610100,51070.4445,137103.042,1388309.03414,1900856.34225,,,,,,,1637735.26858,1126093.11625,1656.28235,,20.17907,918.23142,717.87186,,,,,,,,822925.69525,,16925.11,199334.73904,532266.89445,74398.95176,301511.13865,227364.835,3446.52,9002.81207,32545.40971,29151.56187,,,,,,,511642.15233,,,,,,,,,,,,,633.424,,,,308.266,325.158,511008.72833,,,8580.48,101363.10238,401065.14595,,,,,,,648269.41209,300950.48683,,,,,300950.48683,347318.92526,,,,,347318.92526,169038551.32328,160414039.32328,,,,14177496.54109,,146236542.78219,8624512,,,8624512,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",43853761.29638,7195517.27368,7141125.38706,6718884.85906,,,,,,,6558071.20897,6558071.20897,,,,,160701.86037,51243.576,74866.71666,3000.18991,7629.43946,23961.93834,111.78972,,,,,111.78972,,,,,,,422240.528,,,,,,,2102.83566,,,,2102.83566,,420137.69234,42344.24822,150214.3433,142645.18484,22281.04532,62652.87066,,,,,,,,,,,,,54391.88662,2936,,,,,,,,,,,,,2936,,,,,2936,,,,,,,,,,,,,51455.88662,,,,,,,,,,,,,50855.88662,,,600,4315.49768,45940.38894,600,,,,600,,,,,,,,140.4,,,,,,,140.4,,,,,140.4,36658103.6227,32906121.37852,7700.01582,,,31167087.5,,1731333.8627,3751982.24418,48850.88418,143633.827,3559497.533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3828,"Общество с ограниченной ответственностью Страховая компания ""Альянс Жизнь""",851875311.2393601,231210794.58995,202467209.16685,126829795.27434,,,,,,,10416318.93582,,,10803.33994,485080.18191,9920435.41397,1089423.7689,,379720,20522.96806,689180.80084,,115324052.56962,3722348.60536,18479114.31276,93122589.6515,,,,,,,,,75637413.89251,,,,,,,,,,,,,90031.1632,,,1689.73864,69962.70356,18378.721,75547382.72931,3111657.44991,41906869.60745,29654565.89516,172197.30366,702092.47313,,,,,,,28743585.4231,11281687.80841,8828270.13986,,,4626369.23183,4046707.87288,155193.03515,,,,,,,2453417.66855,,,67170.09642,802608.02784,1583639.54429,,,,,,,,,,,,,17461897.61469,,,,,,,,,,,,,17461897.61469,,,576204.1361,480130.09712,16405563.38147,,,,,,,,,,,,,75963.89535,69065.22084,,,,,69065.22084,6898.67451,,,,,6898.67451,620588552.75406,377315000.03579,,,,,,377315000.03579,243273552.71827,,,243273552.71827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3834,"Общество с ограниченной ответственностью ""Страховое общество ""Помощь""",62606326.62428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10968291.91726,6184931.91726,,,6078000,95000,,11931.91726,4783360,,5200,4778160,51638034.70702,5938201.19109,31125.6,31125.6,,,,,,,,,,,,,,,,,,,5523005.57058,,2262527.17243,3260478.39815,384070.02051,384070.02051,,,5044638.71413,52000,52000,,,,138556.2,,,,,,,,21800,,21800,608118.67042,482307.50042,,,6040,119771.17,4224163.84371,,,,15300,,,,129000,4079863.84371,,40655194.8018,35724760.4145,,4930434.3873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3837,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-М""",8265000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8265000,,,,,,,,8265000,,8265000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3847,"Общество с ограниченной ответственностью Страховая компания ""Независимая страховая группа""",340861959.67716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136346928.434,1744310.782,,,,1740970.782,,3340,134602617.652,3766024.487,130627339.665,209253.5,193390031.24316,189370504.27216,270540,270540,,,25090118.29036,,,,159784433.56854,,,,,,,,,,,,2627095.62597,,,2627095.62597,1598316.78729,1598316.78729,,,4019526.971,20320,20320,,,,3817060,,,,,,,,,,,182146.971,10712.671,,,,171434.3,,,,,,,,,,,,,,,,,,,,,,,,,11125000,10345000,50000,50000,680000,,,,,,,,,,,,,,,,,,,
3866,"Общество с ограниченной ответственностью ""Страховая компания ""ВСК-Линия жизни""",204666910.81774,66788605.69189,66788605.69189,50251328.59579,41943481.12219,201625.991,2529604.0076,39212251.12359,,,7382082.0625,700773.92441,6341791.66063,339516.47746,,,925765.4111,554521.87152,195788.167,67300,90307.428,17847.94458,,,,,,,,,,,,,16537277.0961,,,,,,,,,,,,,16244396.5121,6723.36514,,9574095.16306,6221376.48478,442201.49912,292880.584,,,271780.584,18100,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3937,1317,,,,,1317,2620,,,,,2620,137874368.12585,137872497.23035,,,,,137575628.61,296868.62035,1870.8955,,,1870.8955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3867,"Общество с ограниченной ответственностью ""АК БАРС СТРАХОВАНИЕ""",362705866.97478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116832879.76177,115589741.58967,,,,,,115589741.58967,1243138.1721,1243138.1721,,,245872987.21301,179879755.85502,798710.604,,798710.604,,9459061.56938,500,,500,,444656.1579,,,,,,444656.1579,,,444656.1579,,66156368.96698,,,66156368.96698,103020458.55676,84194748.7014,1185460.24288,17640249.61248,65889239.67284,5000,5000,,,,56467345.4,,,,,,,,167350,,167350,9249544.27284,,,,,9249544.27284,,,,,,,,,,,,103991.68515,415.34524,,103576.33991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3870,"Общество с ограниченной ответственностью страховая компания ""ДЕЛО ЖИЗНИ""",9013399.25745,4059702.96476,3999910.68976,3025.223,,,,,,,,,,,,,3025.223,,,,917.126,2108.097,,,,,,,,,,,,,3996885.46676,,,,,,,,,,,,,3996885.46676,,,59731.63,461434.32,3475719.51676,,,,,,,,,,,,,59792.275,5415.83,,,,,,,,,,,,,5415.83,,,1021.245,1488.729,2905.856,,,,,,,,,,,,,54376.445,,,,,,,,,,,,,54376.445,,,,6914.498,47461.947,,,,,,,,,,,,,,,,,,,,,,,,,,4953696.29269,4953696.29269,,,,5800,,4947896.29269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3879,"Общество с ограниченной ответственностью Страховая компания ""Росгосстрах Жизнь""",326988391.33232,112602688.29049,33948907.40055,24697559.758,,,,,,,8011844.834,40735.756,842776.73,7128332.348,,,12901834.48342,1345677.73467,6520570.5147,4428746.96098,562323.89747,44515.3756,3783880.44058,7463.55048,2670,708326.88936,3031273.46056,34146.54018,,,,,,,9251347.64255,,,,,,,,,,,,,3805152.07641,,,1318857.09761,2238107.63404,248187.34476,5446195.56614,3000,5965.1842,226490.2715,400644.95067,4810095.15977,,,,,,,78653780.88994,40639122.42112,38486069.1006,46260.59008,13862055.90739,19708072.94925,4818521.65388,51158,,,,,,,2133445.60761,195,,520564.07727,1175554.59167,437131.93867,19607.71291,,,814.05112,6434.92941,12358.73238,,,,,,,38014658.46882,10030837.4734,,,10030837.4734,,,,,,,,,25338202.08945,2950.46514,159083.53954,7469073.40457,13326887.38413,4380207.29607,2645618.90597,,,46009.01742,126328.38049,2473281.50806,,,,,,,,,,,,,,,,,,,,214385703.04183,153074507.52158,,,,127361773.69617,,25712733.82541,61311195.52025,,,61311195.52025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3941,"Общество с ограниченной ответственностью ""СМП-Страхование""",379418025.83263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175842114.65354,71232030.04154,,,,,,71232030.04154,104610084.612,2868316.79,96735354.332,5006413.49,203575911.17909,195323473.5701,6454286.1576,6454286.1576,,3087429.476,532446.241,441758.614,395558.614,46200,,,,,,,,,,,,,159911965.80137,,62984892.3385,96927073.46287,24895587.28013,23851184.67263,986836,57566.6075,4733560.16068,64500,64500,,,,19786,282712.1,282712.1,,,,,,,,,4366062.06068,3085076.54327,,,,1280985.51741,500,,,,,,,,500,,,3518877.44831,,,3518877.44831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943,"Общество с ограниченной ответственностью ""Страховая компания ""АК БАРС-Мед""",20243159.27629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20243159.27629,,,,,,,,20243159.27629,,16793316.58781,3449842.68848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3947,"Акционерное общество ""АИГ страховая компания""",382696844.44929,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,381206844.44929,183245579.76795,,,,,,,,,55504302.85561,,,,,,,,,,,,127741276.91234,,,127741276.91234,,,,,85854237.4283,467053.2,467053.2,,,,,,,,,,,,16390674.18193,,16390674.18193,68996510.04637,,,,,68996510.04637,,,,,,,,,,,,112107027.25304,,,112107027.25304,,,,,,,,,,1490000,1490000,,,,,,,,,,,,,,,,,,,,,,
3954,"Общество с ограниченной ответственностью ""РУССКОЕ СТРАХОВОЕ ОБЩЕСТВО ""ЕВРОИНС""",445689139.899,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239850405.4935,182761679.27327,147646566.31215,1194827,,14613326.42705,,19306959.53407,57088726.22023,,26558883.05853,30529843.1617,205838734.4055,147695804.61513,62287880.67478,61455266.441,832614.23378,,,2626960.00889,2534220.37889,92739.63,6789737.70156,11087900.6073,9914078.33014,9448758.67326,,465319.65688,,1173822.27716,,,1173822.27716,,39085299.24253,20076454.76505,5950933.88054,13057910.59694,25818026.38007,18812332.60408,5720712.62249,1284981.1535,46177781.36707,535400,535400,,,,,6337219.24,5834767.24,502452,,,,,2913260.26659,2913260.26659,,35994326.20918,1358743.60153,,6831300.3,243000,27561282.30765,397575.6513,,,,,,,,275500,122075.6513,,11965148.4233,503815.0012,,11461333.4221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3969,"Общество с ограниченной ответственностью ""Страховая Компания Чабб""",627299978.33077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200993922.05166,200993922.05166,34210097.03066,,56952000,109831825.021,,,,,,,426306056.27911,220679440.08275,,,,,,,,,15677091.69524,,,,,,,,,,,,203139728.89587,,11744933.2503,191394795.64557,1862619.49164,,,1862619.49164,80118133.04048,,,,,,,,,,,,,,147463.343,147463.343,,79970669.69748,174327.2,,,,79796342.49748,,,,,,,,,,,123436413.86288,2072069.293,,,2072069.293,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3972,"Общество с ограниченной ответственностью ""Страховая Компания ""Ренессанс Жизнь""",2426741253.22812,1027035156.72129,881831994.02939,842591356.05453,,,,,,,799480290.10671,23940625.90287,180281014.57612,263315731.55945,331924876.95516,18041.11311,4607522.28765,1303603.46157,2581706.15735,721391.27973,821.389,,38503543.66017,29430263,8287930.70105,783779.72312,1455.01,115.226,,,,,,,39240637.97486,,,,,,,13626087.60791,6068.69062,4543.19766,104045.36272,988678.38542,12522751.97149,21192754.92895,66630.47386,9307.45441,14962541.81886,3361364.49721,2792910.68461,4421795.438,4238935,,219.901,113642.773,68997.764,,,,,,,145203162.6919,91245577.27982,67694592.30485,200,24676778.6654,36690893.61308,6326720.02637,,13115715.66141,5857667.10894,1256666.74541,2136419.95,3864961.85706,,1720903.10418,,,1454913.12245,109863.57237,156126.40936,8714366.20938,1493021.20938,927795,1356150,4937400,,,,,,,,53957585.41208,137603.08415,,120392.31515,17210.769,,,,,,,,,53767694.89715,78223.53473,90648.18316,36649948.35042,6472594.45215,10476280.37669,52287.43078,52287.43078,,,,,,,,,,,3016152.05815,240.30003,,,,,240.30003,3015911.75812,,,,,3015911.75812,1396689944.44868,575213280.33866,,,,,,575213280.33866,821476664.11002,,,821476664.11002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3984,"Общество с ограниченной ответственностью ""Капитал Лайф Страхование Жизни""",2016236594.03786,181878553.29026,66759948.46866,39777877.07514,,,,,,,37094486.50741,6616737.79273,6993413.51362,16404497.48857,6753973.92305,325863.78944,1322172.79057,55985.28,403511.86141,453965.15907,279189.45968,129521.03041,129189.436,115948.436,8900,3236,850,255,1232028.34116,120255.63064,288952.71052,,,822820,26982071.39352,,,,,,,,,,,,,4638406.8131,,21749.48371,1299528.69249,1456727.63065,1860401.00625,441904.09694,119700,62542.43518,81945.36176,92695.3,85021,21901760.48348,,,,,21901760.48348,115118604.8216,26939387.01698,25212859.40803,,357137.94908,7819138.72722,17017657.49713,18925.2346,,,,,,,1690374.00204,,,516240.97574,874603.03781,299529.98849,,,,,,,36153.60691,,8122.374,,2845.35168,25185.88123,88179217.80462,13124852.61122,,,2396540.13897,9336403.08167,1391909.39058,,,,,,,75048034.33215,,,18431327.29211,22093000.16886,34523706.87118,,,,,,,6330.86125,,,428.7373,500,5402.12395,2363098.43475,59883.83959,,,,24369.07517,35514.76442,2303214.59516,,,,130625.49926,2172589.0959,1831994942.31285,457711320.98886,125231.2144,,184376000,446105,,272763984.77446,1374283621.32399,37871284.29432,179000,1336233337.02967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3987,"Акционерное общество Страховая компания ""УРАЛСИБ Жизнь""",79718645.84798001,79535129.3188,75643191.29617,75223015.58675,31551138.67338,,7035628.35445,24515510.31893,,,43237011.90493,57647.39115,4055670.39241,31516882.46863,7606811.65274,,434865.00844,,,421584.52113,12075.01,1205.47731,,,,,,,,,,,,,420175.70942,,,,,,,,,,,,,420175.70942,,446.903,219641.12585,56759.76809,143327.91248,,,,,,,,,,,,,3891938.02263,1630472.01387,,,,,,,,,,,,,1630472.01387,,,1111802.88126,318644.80026,200024.33235,,,,,,,,,,,,,2261466.00876,,,,,,,,,,,,,2261466.00876,,,631059.52145,620259.76695,1010146.72036,,,,,,,,,,,,,8109.68445,1066.94604,,,,,1066.94604,7042.73841,,,,,7042.73841,175406.84473,174092.31354,,,,,,174092.31354,1314.53119,,,1314.53119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3998,"Общество с ограниченной ответственностью ""Страховая Компания Чабб Жизнь""",86674.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86674.892,86674.892,,,,,,86674.892,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,"Общество с ограниченной ответственностью Страховая компания ""Чулпан-Жизнь""",1567290.4313,1094579.9983,1094579.9983,4686.646,,,,,,,,,,,,,4686.646,2005.194,,2681.452,,,,,,,,,,,,,,,1089893.3523,,,,,,,,,,,,,1089893.3523,216042.185,75374,785802.6673,7824.5,4850,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30039.5,,,,,,,30039.5,,,8465,10992,10582.5,442670.933,442670.933,,,,,,442670.933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
