"Сведения о страховых суммах по договорам страхования, заключенным в отчетном периоде (с учетом изменений), в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
3300,"Акционерное общество Страховая группа ""Спасские ворота""",858468910.27976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,11633967.05124,5853628.07167,0,0,0,890373.65073,0,4963254.42094,5780338.97957,574417.263,5166657.35523,39264.36134,846834943.22852,585848233.62837,792306.1,792306.1,0,40000,0,126219,126219,0,573862551.80716,0,0,0,0,0,0,0,0,0,0,0,4165413.78236,0,0,4165413.78236,6861742.93885,23194.025,0,6838548.91385,260962891.60015,6000,6000,0,0,0,0,257801362,257801362,0,2000,0,0,2000,40000,0,40000,3113529.60015,0,0,0,0,3113529.60015,0,,0,0,0,0,0,,0,0,0,23818,0,0,23818,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",1570708336.04065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,61280292.218,4615622.343,0,0,0,4506381.023,0,109241.32,56664669.875,11272919.875,45391750,0,1509428043.82265,1473637763.96565,0,0,0,0,13091928.327,638321677.4894,638321677.4894,0,35836249.08625,0,0,0,0,0,0,0,0,0,0,0,777057702.477,0,0,777057702.477,9330206.586,0,0,9330206.586,26287129.9,0,0,0,0,0,0,0,0,0,5559490.8,5559490.8,0,0,500000,0,500000,20227639.1,0,0,0,0,20227639.1,0,,0,0,0,0,0,,0,0,8503346.563,999803.394,166479.742,0,833323.652,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",764370336.2761099,465260226.30882,465260226.30882,453067234.08317,50104729.81265,47130762.48026,509690.49705,0,0,2464276.83534,346617115.83963,9434776.41994,263877305.35783,71914484.84162,1390549.22024,0,56345388.43089,50159257.26967,5096543.40636,1089587.75486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12192992.22565,0,,,0,0,,0,0,0,0,0,0,12192992.22565,0,5424772.2813,5540287.78305,1210752.1613,17180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,299110109.96729,43530658.4607,0,0,0,0,0,43530658.4607,255579451.50659,0,0,255579451.50659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",111566191.87435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,100155126.18235,100155126.18235,0,0,0,0,0,100155126.18235,0,0,0,0,11411065.692,5881145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5881145,0,0,5881145,2029155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029155,0,0,0,0,2029155,0,,0,0,0,0,0,,0,0,0,3500765.692,0,0,3500765.692,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",64639709.79342,39616268.41942,39616268.41942,37903635.18686,1613541.53,0,117246.215,1496295.315,0,0,32987539.20886,15560271.21344,5695658.23223,10613935.86345,1072125.50474,45548.395,549329.448,93624.158,455705.29,0,0,0,2753225,2733725,0,19300,0,200,0,0,0,0,0,0,1712633.23256,410700.013,,,410700.013,0,,0,0,0,0,0,0,1137983.21956,0,202010.337,213725.24365,660547.63891,61700,163950,39800,0,87800,0,36350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,25023441.374,39442.378,0,0,0,0,0,39442.378,24983998.996,0,0,24983998.996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3528,"Общество с ограниченной ответственностью ""Страховое медицинское общество ""Спасение""",8470567.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,8470567.261,0,0,0,0,0,0,0,8470567.261,0,0,8470567.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3594,"Общество с ограниченной ответственностью ""Международная Страховая Группа""",22811413.542999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,6515000,5230800,0,0,0,0,0,5230800,1284200,0,23000,1261200,16296413.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16296413.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16296413.543,,0,0,0,0,0,,0,16296413.543,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",50097024.369,24154376.927,4605866.77,392810.316,0,0,0,0,0,0,0,0,0,0,0,0,23265.316,0,0,2450.8,20814.516,0,369545,369545,0,0,0,0,0,0,0,0,0,0,4213056.454,0,,,0,0,,0,0,0,0,0,0,1349806.454,0,0,1086787.47,263018.984,0,2863250,0,0,2863250,0,0,0,0,0,0,0,0,19548510.157,7444.04,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,7444.04,,0,,,7444.04,19541066.117,0,,,0,0,0,0,,,,0,,17916697.203,0,0,0,3905970.852,14010726.351,0,0,,0,0,0,1624368.914,,0,0,0,1624368.914,2713965.582,4125.4,,0,0,23,4102.4,2709840.182,0,0,0,0,2709840.182,23228681.86,19667681.86,0,0,0,0,0,19667681.86,3561000,0,0,3561000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",4610853343.58053,4593388264.61023,4591351778.944,1028865071.00059,0,0,0,0,0,0,925896951.68786,819473192.81799,1123803.75712,4876483.28792,100423471.82483,0,102968119.31273,17380502.71,1079633.78498,22146195.42775,33801905.811,28559881.579,0,0,0,0,0,0,0,0,0,0,0,0,3562486707.94341,0,,,0,0,,3424820712.61141,19593643.20295,59706354.4745,131899904.09442,549001349.61886,2664619461.22068,137665995.332,16334.451,25587.117,5309425.871,33764796.554,98549851.339,0,0,0,0,0,0,0,0,0,0,0,0,2036485.66623,2036485.66623,74732.53123,22157.75012,0,43858.765,0,8716.01611,0,0,0,0,0,,1961753.135,0,460095.332,992420.792,192932.653,316304.358,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,17465078.9703,17121321.9703,0,0,0,0,0,17121321.9703,343757,0,0,343757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3748,"Акционерное общество ""Русский Стандарт Страхование""",195063552.58012,33571387.72716,33571387.72716,33571387.72716,0,0,0,0,0,0,26604034.80968,26604034.80968,0,0,0,0,4738.79532,0,4738.79532,0,0,0,6750071.7961,2203924.2086,383506.34,4162641.2475,0,0,212542.32606,212247.97417,294.35189,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,161492164.85296,46831853.98496,498135.176,0,0,0,0,46333718.80896,114660310.868,34947555.868,52360,79660395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",37374081.723629996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3751740.25491,3642635.35491,0,0,0,1648152.2628,0,1994483.09211,109104.9,0,4300,104804.9,33622341.46872,9460970.42445,7803941.04424,7803941.04424,0,0,0,32583.8,32583.8,0,583999.25567,0,0,0,0,0,0,0,0,0,0,0,590820.64919,0,0,590820.64919,449625.67535,3387.89009,0,446237.78526,24114189.64511,1400,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23423789.64511,0,0,8000,0,23415789.64511,689000,,0,0,0,0,0,,689000,0,0,47181.39916,0,0,47181.39916,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3799,Общество с ограниченной ответственностью «Страховой Дом «БСД»,134648800.35068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,3138752.654,231515,0,0,0,35915,0,195600,2907237.654,1066566.689,1186830,653840.965,131510047.69668,15648147.19156,156335,156335,0,0,0,0,0,0,8537232.40377,0,0,0,0,0,0,0,0,0,0,0,6642502.12407,900,1762203.54356,4879398.58051,312077.66372,207119.593,104843.07072,115,110920872.73148,66000,66000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108460737.70524,75760190,0,0,0,32700547.70524,2394135.02624,,0,0,0,0,0,,0,2394135.02624,0,4941027.77364,0,0,4941027.77364,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",6240920.84824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6240920.84824,3768344.46824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3768344.46824,0,0,3768344.46824,0,0,0,0,2472576.38,0,0,0,0,0,0,0,0,0,0,0,0,0,125000,0,125000,2347576.38,65000,0,1234772.4,0,1047803.98,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",9524031.39281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9524031.39281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1275053.1369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358500,358500,0,0,0,0,916553.1369,,0,0,0,0,0,,0,916553.1369,0,8248978.25591,0,0,8248978.25591,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",2161242392.11198,25281623.00902,20408627.20968,14901305.2436,0,0,0,0,0,0,2260937.58268,555851.3597,31398.0369,269502.50768,7092,1397093.6784,12640367.66092,11118471.10721,807144.74767,202586.27642,510740.52962,1425,0,0,0,0,0,0,0,0,0,0,0,0,5507321.96608,0,,,0,0,,2000,0,0,2000,0,0,5505321.96608,0,14068.488,212303.67411,4930093.72495,348856.07902,0,0,0,0,0,0,0,0,0,0,0,0,4872995.79934,4537004.54767,324471.14767,0,324471.14767,0,0,0,0,0,0,0,0,,4212533.4,4022720,91460,98353.4,0,0,0,0,0,0,0,0,0,,0,,,0,335991.25167,0,,,0,0,0,0,,,,0,,335991.25167,0,144679.5,90753.18515,78958.56752,21599.999,0,0,,0,0,0,0,,0,0,0,0,17439.79718,0,,0,0,0,0,17439.79718,0,0,0,1182.60244,16257.19474,2135943329.30578,2000127845.80578,0,0,0,1933531577.42018,0,66596268.3856,135815483.5,0,126366250,9449233.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",152319080.35494,145313790.35494,144965323.68467,115365311.99467,13003433.331,0,3107593.967,9172272.269,723567.095,0,0,0,0,0,0,0,102360378.66367,28925191.68,55385374.15453,16312030.74399,1488888.1696,248893.91555,1500,1500,0,0,0,0,0,0,0,0,0,0,29600011.69,0,,,0,0,,0,0,0,0,0,0,16512511.69,200,100,9212317.379,6178876.227,1121018.084,13087500,13086000,1500,0,0,0,0,0,0,0,0,0,348466.67027,348466.67027,0,0,0,0,0,0,0,0,0,0,0,,348466.67027,480,118713.33344,195563.27721,33334.30382,375.7558,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,7005290,7005290,0,0,0,6961730,0,43560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3826,"Общество с ограниченной ответственностью ""Вита-страхование""",41288163.5498,91970.64,91970.64,91970.64,0,0,0,0,0,0,0,0,0,0,0,0,91970.64,91970.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,41196192.9098,38810021.1445,20888.8245,0,0,38675947,0,113185.32,2386171.7653,153042.6043,210114.407,2023014.754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3828,"Общество с ограниченной ответственностью ""Зетта Страхование жизни""",93503994.52261,1018299.14816,442852.57808,274572.2824,0,0,0,0,0,0,0,0,0,0,0,0,271622.2824,0,7194.08955,188893.94996,59754.51248,15779.73041,0,0,0,0,0,0,2950,50,1000,600,0,1300,168280.29568,0,,,0,0,,0,0,0,0,0,0,31476.67513,0,0,1559.55914,4813.28668,25103.82931,0,0,0,0,0,0,136803.62055,14236.94963,3000,16351.87986,37351.49419,65863.29687,575446.57008,516515.43029,508265.973,0,0,508265.973,0,0,0,0,0,0,0,,8249.45729,0,0,0,0,8249.45729,0,0,0,0,0,0,0,,0,,,0,58931.13979,0,,,0,0,0,0,,,,0,,58931.13979,0,0,0,2684.26728,56246.87251,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,92485695.37445,11722050.65344,0,0,0,0,0,11722050.65344,80763644.72101,11726515.32083,57811586.40018,11225543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
