"Сведения о страховых суммах по договорам страхования, заключенным в отчетном периоде (с учетом изменений), в разрезе страховщиков, тыс руб.",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249,Unnamed: 250,Unnamed: 251,Unnamed: 252,Unnamed: 253,Unnamed: 254,Unnamed: 255
3229,"Акционерное общество ""Страховая бизнес группа""",115121443187.01907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,367858195.81255,116544146.872,0,114123395,0,1631363,0,789388.872,251314048.94055,0,212804168.94055,38509880,270833815.20653,248743727.66352,3013.999,3013.999,0,1218690,4300,0,0,0,41979208.35768,0,0,0,0,0,0,0,0,0,0,0,200730627.29851,1182558.03335,197694485.25979,1853584.00537,4807888.00833,4771733.34133,34929.667,1225,21979875.54301,0,0,0,0,0,172856,129983.7,0,129983.7,0,0,0,0,627900,0,627900,20895023.84301,19834228.84301,0,10000,0,1050795,154112,,0,140000,0,0,0,,0,14112,0,110212,0,0,110212,,,,,,,,,0,13965000,8292500,352500,180000,5140000,114468786176,0,0,0,0,0,0,0,3876864,3876864,0,114464909312,3492204544,3222343680,915890176,106834470912,0,0,0
3268,"Общество с ограниченной ответственностью Страховая компания ""Паритет-СК""",1591195.43005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,571900,3000,0,0,0,0,0,3000,568900,0,0,568900,1019295.43005,1015231.25005,661951.85,661951.85,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,329578.9,250000,0,79578.9,23575.50005,982,0,22593.50005,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,0,0,0,0,300,0,,0,0,0,0,0,,0,0,0,3764.18,0,0,3764.18,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3300,"Акционерное общество Страховая группа ""Спасские ворота""",1213760126.74618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,18405765.64288,9220714.67725,0,0,0,1825047.66342,0,7395667.01383,9185050.96563,767245.1265,8350829.87779,66975.96134,1195354361.1033,911413359.31589,1266273,1266273,0,40000,0,126219,126219,0,894915544.40287,0,0,0,0,0,0,0,0,0,0,0,5989704.86387,0,0,5989704.86387,9075618.04915,23194.025,0,9052424.02415,283893040.98741,101712.6,101712.6,0,0,0,0,278740431.9,278740431.9,0,2000,0,0,2000,58000,0,58000,4990896.48741,0,0,0,0,4990896.48741,0,,0,0,0,0,0,,0,0,0,47960.8,0,0,47960.8,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3398,"Общество с ограниченной ответственностью Страховая компания ""Газпром страхование""",6989336105.13523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,118001639.904,6137344.729,0,0,0,6000931.511,0,136413.218,111864295.175,13132525.175,98731770,0,6871334465.23123,6421428095.12963,0,0,0,0,13091928.327,830492890.46242,830492890.46242,0,119880177.13454,0,0,0,0,0,0,0,0,0,0,0,5449692526.83567,0,0,5449692526.83567,8270572.37,0,0,8270572.37,84267169.721,0,0,0,0,0,0,0,0,0,12311735.091,12311735.091,0,0,500000,0,500000,71455434.63,0,0,0,0,71455434.63,0,,0,0,0,0,0,,0,0,364489806.16,1149394.2206,204987.5586,0,944406.662,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3447,"Общество с ограниченной ответственностью ""АльфаСтрахование-Жизнь""",1073977615.6494498,646053918.67632,646053918.67632,627846903.08407,76545268.57419,64810225.91002,916501.21445,0,0,10818541.44972,472829064.54462,12563034.63627,368793222.21549,90082258.47262,1390549.22024,0,78472569.96526,60394647.75115,7627259.56579,10450662.64832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18207015.59225,0,,,0,0,,0,0,0,0,0,0,18207015.59225,0,8115451.22387,8571026.43872,1501197.92966,19340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,427923696.97313,66384933.59561,0,0,0,0,0,66384933.59561,361538763.37752,0,0,361538763.37752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3507,"Общество с ограниченной ответственностью ""Хоум Кредит Страхование""",115143363.79108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,102998876.09908,102998876.09908,0,0,0,0,0,102998876.09908,0,0,0,0,12144487.692,6605935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6605935,0,0,6605935,2034580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2034580,0,0,0,0,2034580,0,,0,0,0,0,0,,0,0,0,3503972.692,0,0,3503972.692,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3511,"Общество с ограниченной ответственностью Страховая компания ""Согласие-Вита""",107629539.74043,61239390.74893,61239390.74893,58427243.553,1768279.809,0,117246.215,1651033.594,0,0,46985919.351,23330943.90918,9131878.1955,12944032.93839,1527074.92293,51989.385,6694569.393,6013510.776,679108.617,1950,0,0,2978475,2951875,0,26350,0,250,0,0,0,0,0,0,2812147.19593,815603.732,,,815603.732,0,,0,0,0,0,0,0,1758243.46393,0,363747.365,348141.59494,976694.50399,69660,238300,45800,0,140200,0,52300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,46390148.9915,179554.9405,0,0,0,0,0,179554.9405,46210594.051,0,0,46210594.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3528,"Общество с ограниченной ответственностью ""Страховое медицинское общество ""Спасение""",8804292.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,8804292.959,0,0,0,0,0,0,0,8804292.959,0,0,8804292.959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3594,"Общество с ограниченной ответственностью ""Международная Страховая Группа""",31203783.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,8574150,6872850,0,0,0,0,0,6872850,1701300,0,28700,1672600,22629633.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22629633.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22629633.96,,0,0,0,0,0,,0,22629633.96,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3609,"Общество с ограниченной ответственностью ""ППФ Страхование жизни""",74336088.234,37747148.922,6806794.197,589284.716,0,0,0,0,0,0,0,0,0,0,0,0,35069.716,0,0,6450.8,28618.916,0,554215,554215,0,0,0,0,0,0,0,0,0,0,6217509.481,0,,,0,0,,0,0,0,0,0,0,2135609.481,0,0,1737394.042,398215.439,0,4081900,0,0,4081900,0,0,0,0,0,0,0,0,30940354.725,10130.804,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,10130.804,,0,,,10130.804,30930223.921,0,,,0,0,0,0,,,,0,,28476094.467,0,0,0,6070770.647,22405323.82,0,0,,0,0,0,2454129.454,,0,0,0,2454129.454,5007025.153,8413.35,,0,0,23,8390.35,4998611.803,0,0,0,0,4998611.803,31581914.159,27607914.159,0,0,0,0,0,27607914.159,3974000,0,0,3974000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3692,"Общество с ограниченной ответственностью Страховая компания ""Сбербанк страхование жизни""",8692897486.76857,8674735964.71227,8671472175.27955,2009494853.33885,0,0,0,0,0,0,1609220549.44105,1437540283.49645,1503912.30172,5807701.77334,164368651.86954,0,400274303.8978,73777422.705,3814605.36798,253324445.05782,36264743.758,33093087.009,0,0,0,0,0,0,0,0,0,0,0,0,6661977321.9407,0,,,0,0,,6522995598.4707,32688332.7131,111068985.6854,239097813.05742,1026881982.30546,5113258484.70932,138981723.47,23296.459,94696.623,6391098.366,33880569.742,98592062.28,0,0,0,0,0,0,0,0,0,0,0,0,3263789.43272,3263789.43272,621530.00572,482608.69013,0,129231.55712,0,9689.75847,0,0,0,0,0,,2642259.427,0,725728.037,1337502.617,242377.653,336651.12,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,18161522.0563,17720022.0563,0,0,0,0,0,17720022.0563,441500,0,0,441500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3748,"Акционерное общество ""Русский Стандарт Страхование""",319162509.55797005,49898917.6406,49898917.6406,49898917.6406,0,0,0,0,0,0,39304827.76176,39304827.76176,0,0,0,0,4738.79532,0,4738.79532,0,0,0,10260603.51763,5691463.98415,406498.28598,4162641.2475,0,0,328747.56589,328305.92629,441.6396,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,269263591.91737,69795357.55837,1308370.563,0,0,0,0,68486986.99537,199468234.359,80808049.359,88730,118571455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3767,"Общество с ограниченной ответственностью Страховая компания ""АСКОР""",57630990.041200005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,5446248.58132,5287343.68132,0,0,0,2005548.6431,0,3281795.03822,158904.9,0,4300,154604.9,52184741.45988,16440789.22169,13275922.29541,13275922.29541,0,0,0,46583.8,32583.8,14000,857974.11565,0,0,0,0,0,0,0,0,0,0,0,1579260.88747,0,0,1579260.88747,681048.12316,3387.89009,0,677660.23307,35663773.76855,1400,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34738373.76855,0,0,8000,0,34730373.76855,924000,,0,0,0,0,0,,924000,0,0,80178.46964,0,0,80178.46964,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3799,Общество с ограниченной ответственностью «Страховой Дом «БСД»,211952542.68388999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,5033153.54926,484967.56426,0,150,0,87117.56426,0,397700,4548185.985,1918180.02,1441190,1188815.965,206919389.13463,24631520.8096,205556,205556,0,0,0,0,0,0,16016665.17423,0,0,0,0,0,0,0,0,0,0,0,7814875.73743,5533.336,1938299.2253,5871043.17613,594423.89794,371038.093,223245.80494,140,175077870.02851,93000,93000,0,0,0,0,0,0,0,0,0,0,0,2500,2500,0,171603117.90555,122377890,0,0,0,49225227.90555,3379252.12296,,0,0,0,0,0,,0,3379252.12296,0,7209998.29652,0,0,7209998.29652,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3803,"Общество с ограниченной ответственностью ""Страховая Компания Доминанта""",10159584.51759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,4000,4000,0,0,0,0,0,4000,0,0,0,0,10155584.51759,6319708.16319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6319708.16319,0,0,6319708.16319,0,0,0,0,3835876.3544,0,0,0,0,0,0,0,0,0,0,0,0,0,125000,0,125000,3710876.3544,77000,0,0,0,3633876.3544,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3815,"Общество с ограниченной ответственностью ""СК ""Экспресс-страхование""",14233945.07576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14233945.07576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966994.50394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,604000,604000,0,0,0,0,1362994.50394,,0,0,0,0,0,,0,1362994.50394,0,12266950.57182,0,0,12266950.57182,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3823,"Общество с ограниченной ответственностью ""Страховая компания ""Ингосстрах-Жизнь""",3712090711.6881003,36281272.05537,31177556.85924,21524092.0801,0,0,0,0,0,0,3407250.46597,731484.68013,60647.46158,402497.4492,21210.13618,2191410.73888,18116841.61413,13894944.04177,1792723.67764,587568.85776,1610281.03696,231324,0,0,0,0,0,0,0,0,0,0,0,0,9653464.77914,0,,,0,0,,2000,0,0,2000,0,0,9651464.77914,0,23788.488,293775.79343,8690419.67717,643480.82054,0,0,0,0,0,0,0,0,0,0,0,0,5103715.19613,4613937.54767,376404.14767,0,376404.14767,0,0,0,0,0,0,0,0,,4237533.4,4022720,116460,98353.4,0,0,0,0,0,0,0,0,0,,0,,,0,489777.64846,0,,,0,0,0,0,,,,0,,489777.64846,0,189627.29679,185482.58515,93067.76752,21599.999,0,0,,0,0,0,0,,0,0,0,0,164790.62696,0,,0,0,0,0,164790.62696,0,0,3584.41444,5021.43976,156184.77276,3675644649.00577,3286086169.98577,0,0,0,3200894706.42413,0,85191463.56164,389558479.02,0,373616421.5,15942057.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3825,"Общество с ограниченной ответственностью ""Страховая Компания СОГАЗ-ЖИЗНЬ""",319009675.78693,309362105.78693,308879038.3295,271539446.3615,14904647.43545,0,3280011.60941,10796409.77424,821516.0518,6710,0,0,0,0,0,0,256633298.92605,134186955.728,95171110.19363,25377939.26818,1563114.55787,334179.17837,1500,1500,0,0,0,0,0,0,0,0,0,0,37339591.968,0,,,0,0,,0,0,0,0,0,0,23036741.968,260,100,12063436.324,9081204.362,1891741.282,14302850,13624000,1500,677350,0,0,0,0,0,0,0,0,483067.45743,483067.45743,53.25606,0,8.34413,37.15143,4.7085,3.052,0,0,0,0,0,,483014.20137,480,168953.00946,276447.4408,34364.4513,2769.29981,0,0,0,0,0,0,0,,0,,,0,0,0,,,0,0,0,0,,,,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,9647570,9647570,0,0,0,9565610,0,81960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
